Response.ID,Duration,Gender,Age,Age.cohort,Regional.Code,Number.Inhabitants,Text.CarbonTaxPolicy,Perceived.CarbonTaxKnowledge,Knowledge.Test1,Knowledge.Test2,Knowledge.Test3,Knowledge.Test4,Knowledge.Test5,Knowledge.Test6,Experiment.Group,CT.Effectiveness,CT.Fairness,CT.Object,CT.PersonalCost,CT.LowIncomeEffect,CT.TrustInPoliticians,CT.Acceptability,CT.Objective,CT.Effectiveness_Rev1,CT.Effectiveness_Rev2,CT.Effectiveness_Rev3,CT.Effectiveness_Rev4,CT.Effectiveness_Rev5,CT.Fairness_Rev1,CT.Fairness_Rev2,CT.Fairness_Rev3,CT.Fairness_Rev4,CT.Fairness_Rev5,CT.PersonalCost_Rev1,CT.PersonalCost_Rev2,CT.PersonalCost_Rev3,CT.PersonalCost_Rev4,CT.PersonalCost_Rev5,CT.LowIncomeEffect_Rev1,CT.LowIncomeEffect_Rev2,CT.LowIncomeEffect_Rev3,CT.LowIncomeEffect_Rev4,CT.LowIncomeEffect_Rev5,CT.Acceptability_Rev1,CT.Acceptability_Rev2,CT.Acceptability_Rev3,CT.Acceptability_Rev4,CT.Acceptability_Rev5,Allocation_Climate,Allocation_LowIncome,Allocation_Universal,EffectivenessOrFairness,Text.CTFairness,NumberOfPeers,NumberOfPeersClimChange,ExpectedSpanishAcceptability,InfoSpanishAcceptability,AcceptabilityAfterInfo,HouseholdSize,MonthlyIncome,Education,ClimateConcern,PoliticalView,PoliticalParty,CarUse,DrivingTime
343202262,412,1,20,2,1,1,No me incumbe,1,3,3,3,3,3,3,2,4,4,4,4,4,2,4,2,2,3,2,3,3,2,2,2,3,4,3,4,3,3,2,3,4,3,2,2,3,2,3,3,3,46,50,4,4,No lo se,7,0,5,2,3,5,3,3,1,4,17,5,3
342968203,504,1,55,6,13,5,no es la solucion,2,1,3,2,1,2,2,2,2,2,1,2,2,1,2,1,4,4,5,3,4,4,4,4,3,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,30,50,20,4,igualdad de derechos,50,2,20,1,3,4,6,6,3,11,17,3,1
342925608,1262,1,47,5,1,4,"Siempre que lo paguen los poderosos, meter un impuesto mas al ciudadano de a pie, no me convence.",1,1,3,3,1,3,3,2,2,4,1,1,1,1,5,1,4,4,4,4,4,5,5,5,5,5,5,4,5,5,5,5,4,4,5,4,5,5,4,5,4,25,50,25,3,Quien sale mas o menos beneficiado con la medida.,50,0,50,2,4,3,4,6,2,4,17,6,3
342967335,824,2,38,4,16,4,Me parece una idea estupenda,1,1,3,2,1,2,2,1,1,2,1,2,2,2,2,2,4,1,1,3,3,3,5,5,3,5,2,5,5,3,3,4,5,4,4,4,4,5,5,4,4,50,50,0,3,Equilibrio entre ambas,12,0,50,2,4,4,2,6,4,1,4,6,3
342675420,1022,1,44,4,9,2,Creo que ya pagamos muchos impuestos,1,1,3,1,3,3,1,2,4,2,1,2,1,2,2,1,5,4,4,4,4,4,4,5,3,4,3,3,3,3,3,5,3,3,3,2,5,3,3,2,3,10,80,10,3,Que sea todo legal,50,10,10,1,3,3,7,3,4,11,17,2,1
343091944,502,2,39,4,16,3,Estoy de acuerdo.,1,3,1,2,1,3,3,2,4,4,1,3,2,3,3,2,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,33,33,34,2,Lo mas justo,40,10,50,2,4,4,4,5,4,1,4,4,1
342981177,741,2,54,5,1,2,Lo unico que les importa a los politicos es poner impuestos para tener mas dinero para repartirselo. No les importa el medio ambiente.,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,100,5,Lo que deberian hacer los politicos del mundo. No lo que hacen en realidad,75,4,0,2,1,3,3,5,5,11,14,4,1
343086139,684,2,48,5,9,2,Siempre impuestos y beneficios?,1,2,3,1,3,2,3,2,3,1,4,1,1,1,1,1,3,1,4,4,4,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,40,40,3,Cada uno lo suyo,100,0,0,1,2,4,7,6,1,7,3,6,2
342899220,664,1,47,5,10,2,Si supone subir el precio de la gasolina me parece fatal porque siempre acabamos pagandolo los ciudadanos,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,4,4,1,3,3,4,4,4,3,4,4,4,2,3,3,4,3,0,0,100,4,No ser yo siempre el que pague los platos rotos,30,0,0,2,1,2,7,5,1,11,17,6,5
343125008,858,1,71,7,5,2,"positivo, si ello logra reducir el consumo de combustibles fosiles",1,1,1,2,1,2,2,2,4,4,3,2,2,1,4,1,3,4,4,2,2,4,4,4,2,2,3,4,3,3,3,4,2,2,2,2,2,4,2,2,2,70,30,0,2,favorecer el progreso,20,4,30,2,4,2,3,4,2,11,17,5,3
342897590,667,2,45,5,3,4,Me parece mal,2,2,3,2,1,3,3,2,4,2,1,3,2,2,2,2,2,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,30,50,20,3,Ser responsable con los demas,60,1,50,1,3,2,3,6,3,3,1,6,4
342970480,1214,1,40,4,1,5,Pues pienso que al final todo recae sobre el contribuyente. Hay energias mucho mas ecologicas y no se implementan porque no interesa a las grandes compa?ias distribuidoras de estos combustibles contaminantes. Son los gobiernos los que deben tomar medidas para ir renovando las energias utilizadas sin que supongan un coste para el consumidor.,1,1,2,2,2,3,3,2,2,2,1,2,2,2,2,1,2,4,4,3,3,3,5,4,4,4,2,4,3,4,4,5,4,5,4,4,4,5,5,4,5,50,40,10,4,"Nuestra Constitucion dicta que todos contribuiran al sostenimiento de los gastos publicos de acuerdo con su capacidad economica mediante un sistema tributario justo inspirado en los principios de igualdad y progresividad. En este caso, estamos hablando de aportaciones economicas, luego la justicia debe ser la proporcionalidad relativa a la capacidad economica de los intervinientes (Estado, empresas y consumidores).",20,3,100,1,2,2,6,6,5,1,4,4,1
342975323,3338,1,56,6,16,4,Me parece bien siempre que haya alternativas,1,1,1,2,1,2,2,1,3,4,1,2,1,2,3,1,5,4,5,2,2,4,4,3,1,3,2,4,4,5,4,5,2,4,5,4,4,4,4,2,3,40,60,0,3,Apoyar al que mas lo necesita,30,5,25,1,2,3,4,5,3,3,8,6,3
342675493,516,2,21,2,14,3,"Se deberia promover el uso de los vehiculos y las energias electricas con ayudas, ya que se paga mas pero se sigue usando los combustibles fosiles",1,1,3,2,1,2,2,2,2,4,3,2,1,2,4,1,3,4,3,1,2,4,5,3,1,2,4,5,3,2,2,5,2,4,2,1,3,5,3,1,2,80,20,0,3,Que no se beneficie a unos por encima de otros,10,3,40,2,5,4,4,4,4,3,1,3,1
342884885,688,1,54,5,13,5,no opino,1,1,3,3,3,3,3,2,4,3,1,4,2,2,3,2,3,3,3,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,50,10,40,6,justo para todos,50,0,30,1,4,4,4,4,2,7,3,5,2
342970838,1431,2,54,5,13,5,"Antes de plantear un impuesto deberian facilitar y subvencionar el paso a otras energias renovables menos contaminantes. Sino, no sera una reduccion de emisiones sino otro cobro de impuestos mas.",2,1,2,2,1,2,2,1,2,2,1,2,2,1,3,1,1,4,2,1,4,1,4,1,4,4,1,4,1,3,4,4,4,4,4,4,2,4,2,4,4,80,0,20,2,"No beneficiar a unos a costa de otros... todos iguales, con las mismas cargas, derechos, obligaciones y beneficios.",30,10,25,2,4,4,4,6,5,7,17,6,2
342733666,1319,2,41,4,10,2,Estoy de acuerdo en mejorar la calidad del aire y no contaminar pero al final no vamos a poder pagar todos los impuestos que nos ponen.,1,1,1,2,1,2,2,1,4,3,3,2,1,3,4,2,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,5,3,4,4,4,4,4,4,4,4,50,25,25,3,Que los que menos tienen que tengan que sufrir por costes abusivos,12,4,20,2,4,4,4,6,3,3,1,1,1
342975603,2394,2,34,3,2,5,"Me parece tremendamente importante reducir las emisiones pero no se si un impuesto es la medida mas idonea ya que es posible que repercuta en la poblacion en un encarecimiento de servicios que no puedan evitar utilizar, sin embargo los grandes contaminantes son la ganaderia intensiva, la industria textil, etc y contra eso no se ponen medidas.",2,1,3,2,1,2,2,1,2,3,1,2,1,1,3,1,3,4,3,4,5,4,5,4,4,5,3,5,4,5,5,5,5,4,5,5,4,5,4,5,5,50,30,20,3,"Que cada cual reciba lo que sea mejor en un equilibrio individual y colectivo. El medio ambiente nos beneficia a todos, la devolucion a todos beneficia a todos, la devolucion a ingresos bajos parece mas justo para ayudar a colectivos mas desprotegidos pero por la experiencia en otros campos puede generar mas problemas que beneficios a nivel colectivo (ingresos en negro, cobro de multiples ayudas, ingresos de corte,  suspicacias a nivel social...)",100,4,30,2,3,2,7,6,4,3,4,6,6
342971717,423,2,57,6,9,5,me parece una charlotada. Es para recaudar mas dinero y luego gastarlo o robarlo como les plazca.,1,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,5,2,2,5,2,5,3,2,2,2,5,3,2,4,2,5,1,1,4,1,5,3,2,4,2,5,85,10,6,castigar al que roba o mata,60,40,2,1,1,2,2,4,2,1,4,5,4
342730752,1175,2,52,5,13,2,Mas impuestos para que paguemos siempre los mismos.. los usuarios..,2,1,3,2,1,2,2,2,3,1,1,1,1,1,1,1,1,2,2,4,4,1,1,2,4,4,1,1,1,3,3,5,1,4,4,4,1,2,2,4,4,20,10,70,3,Es verdad que es justo que quien mas tiene mas pague pero precisamente por eso con ese impuesto pagamos igual tambien los que ganamos menos,100,100,0,1,1,4,3,6,4,5,3,5,2
342896297,1378,1,46,5,9,2,Bien. A veces es la mejor manera de concienciar a la gente.,1,1,1,2,1,1,2,2,4,5,1,2,2,1,5,2,4,4,3,4,4,4,3,4,4,4,3,4,3,3,3,4,4,4,4,4,5,4,4,4,4,25,75,0,2,Justicia es que todo el mundo se pueda aprovechar de la misma manera de las ventajas de un impuesto asi.,50,10,15,1,5,4,6,4,3,2,13,6,3
343109738,858,1,67,7,10,4,"En total desacuerdo, lo primero seria penalizar (quitandoles los sueldos) a los politicos que han enga?ado al pueblo con sus monsergas de comprar vehiculos de gasolina, despues de gasoleo, hacer centrales nucleares, etc.., etc..., etc....",2,1,3,2,1,2,2,2,2,1,1,3,1,1,1,1,2,5,4,2,2,2,5,2,2,2,3,5,2,2,2,5,1,2,2,2,2,5,2,2,2,100,0,0,3,"Exprese mi opinion al principio de la encuesta, seria muy repetitivo, tal y como ha sido la encuesta, ya que toda ha sido identica con distintas palabras",100,0,0,1,1,2,5,6,3,11,14,5,3
342880672,938,1,29,3,10,2,"Lo que esta claro es que hay que concienciar a la gente de que el cambio climatico es un problema real y que, a largo plazo, conllevara consecuencias. Por ello, hay que cambiar la mentalidad de la gente y hacerle ver que hay que cuidar el medio ambiente. Si con este impuesto se consigue dicha meta entonces estoy de acuerdo con que se aplique.",2,1,1,2,1,2,3,1,4,4,1,4,2,1,4,2,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,5,3,4,4,4,5,4,4,4,4,20,70,10,4,"Que ya que va a haber que pagar un impuesto mas, las personas con baja renta tengan una ayuda",20,2,50,1,3,2,3,6,4,8,3,1,2
342969021,949,2,28,3,10,4,"Es muy importante poner en marcha este tipo de medidas para concienciar a la gente sobre las consecuencias del abuso de combustibles fosiles en el medio ambiente y potenciar la busqueda de alternativas al uso excesivo de coches (compartir vehiculos, uso de transporte publico, promocionar el uso de tranvias y bicicletas, coches electricos o hibridos y fuentes de energia renovables).",2,1,1,2,1,2,3,1,4,5,2,2,2,2,5,2,1,5,4,3,4,4,5,5,3,5,4,5,5,3,5,4,5,5,2,4,2,5,4,1,4,90,10,0,3,"Justicia significa actuar de manera consecuente. Si hay hogares que tienen una mayor concienciacion con el medio ambiente y toman medidas para protegerlo, deben ser recompensados de algun modo. Pero lo primordial es buscar nuevas fuentes de energia sostenible para el futuro.",20,5,30,1,5,1,3,6,5,1,4,6,2
343094592,509,1,20,2,7,3,Prevenir el efecto invernadero sera lo que nos salve. Podria dar mil millones de palabras y hechos para dar mi opinion,1,3,3,3,3,3,3,2,2,1,1,4,1,1,3,1,2,5,3,1,1,2,5,3,1,1,3,5,3,3,3,5,3,4,3,3,1,5,3,1,1,100,0,0,1,La justicia es el intento de ser objetivo en un contexto subjetivo,40,2,10,1,5,1,3,5,4,5,3,1,1
342867828,477,2,35,4,11,1,Me parece una buena propuesta,2,1,2,2,1,2,2,1,4,3,1,2,2,2,4,2,2,4,4,5,5,3,4,4,4,4,3,3,3,4,4,5,2,4,4,4,4,4,4,4,4,33,33,34,3,Igualdad ,40,20,30,2,4,3,4,6,4,1,4,6,2
342882621,1913,1,54,5,9,5,"Es una autentica mentira. Y un coste al consumidor. Los vehiculos, barcos, aviones, etc tienen CO2. No hay alternativas reales. Solo farandulas. No existe el ECO. Las baterias contaminan.",1,1,1,3,3,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,90,5,5,1,La manipulan con informacion no correcta.,100,50,5,2,2,1,2,5,2,5,3,4,1
342901771,1146,2,44,4,9,2,No lo he escuchado,1,3,3,3,3,3,3,2,4,4,1,3,1,1,1,1,1,4,4,4,4,5,4,3,1,3,3,3,3,3,3,5,3,4,5,3,5,3,4,4,4,0,0,100,5,Lo que es lo justo,30,0,5,1,2,4,4,2,2,9,5,6,2
342967352,724,2,54,5,8,4,Hay que disminuir la contaminacion sea como sea,1,3,3,3,3,3,3,1,4,3,3,3,3,2,3,2,2,5,4,2,4,3,5,4,3,4,3,5,4,3,4,5,5,5,5,5,4,5,4,4,4,100,0,0,1,Que algo sea justo no significa que sea productivo para lo que se pretende que es revertir la contaminacion.,50,25,50,1,4,2,3,5,5,3,4,3,1
342970073,1107,2,42,4,16,4,Es posible introducir un impuesto al carbono a un precio bajo y aumentar gradualmente con el tiempo. Esto proporciona tiempo a las empresas y consumidores para adaptarse y notar los efectos de la politica.,2,1,3,2,3,1,3,1,4,3,1,4,3,2,4,2,3,4,5,3,3,3,4,5,2,2,3,4,4,5,5,5,4,5,4,4,3,4,4,4,4,80,20,0,3,"Respecto a los hogares que menos tienen, es una forma de compensar el esfuerzo",50,2,40,1,4,5,6,4,4,1,4,2,1
343092212,1114,2,42,4,13,4,"Toda propuesta para contribuir al cambio climatico es importante. Pero sinceramente, crear un impuesto para el carbono en los combustibles no va a hacer que se reduzca la emision del mismo. Pagaremos mas por el combustible, pero se seguira emitiendo igual.",1,3,3,3,3,2,2,2,3,4,3,3,2,2,3,1,4,4,4,4,4,3,4,4,4,4,3,4,4,5,5,5,4,5,4,4,4,4,4,4,4,50,10,40,3,Que todos los que paguen el impuesto obtengan un beneficio.,20,0,30,2,3,3,3,6,2,5,3,6,2
342905306,384,2,25,3,13,5,Me parece una medida correcta ya que esta mas que demostrado que no tenemos ninguna conciencia sobre el medio ambiente y la unica manera de que hagamos algo es mediante la amenaza del cobro.,2,1,1,2,1,2,3,1,4,4,3,3,2,3,4,2,3,5,4,3,3,3,5,4,3,3,3,5,3,3,3,5,5,4,4,4,4,5,4,4,4,60,30,10,2,Ayudar a los que menos tienen,10,0,60,1,5,3,5,6,4,2,1,1,1
342970208,1439,1,54,5,13,4,"Pues que al final todo es politiqueo, si quisieran realmente bajar las emisiones, pondrian leyes que ayudaran para cambiar a coches electricos, calefacciones, y prohibieran directamente el consumo de emisiones de CO2. Pero los grande lobbis no lo permiten. Es incongruente subir los impuestos, el que tiene dinero se lo permite y no tiene problemas, pero el pueblo en general no puede.",3,1,2,1,2,2,2,2,3,1,4,1,1,2,1,1,4,5,4,2,4,5,5,5,2,2,5,5,5,1,2,5,5,5,1,2,5,5,5,1,2,50,50,0,3,El reparto equitativo de los impuestos recaudados.,10,10,100,1,4,5,2,3,5,1,4,5,1
342905670,2167,1,74,7,7,2,"es una solucion muy pobre, los politicos lo resuelven con impuestos. es decir si pagas puedes emitir el Co2,? no se puede buscar otras soluciones, como el coche electrico y otra que los expertos conoceran mejor que nosotros",2,1,3,2,1,2,2,2,4,2,2,2,1,2,2,1,3,5,3,3,4,4,4,4,3,4,3,4,3,3,4,5,2,4,4,4,4,4,4,1,4,60,25,15,4,no se le puede pedir mas a los que negros se ven para llegar a fin de mes y a los que llegando se ven apurados,80,10,0,1,4,2,2,4,3,10,2,6,3
342912716,580,2,53,5,1,4,"Pues muy mal,,,al final solo es recaudacion",1,3,3,3,3,3,3,2,2,1,4,1,1,1,1,1,4,4,5,1,2,3,4,4,2,2,4,5,4,3,3,4,5,4,3,3,3,4,4,3,3,50,25,25,3,Que se ayude a quien mas esfuerzo hace,60,25,25,1,4,2,3,4,5,1,4,6,3
342875203,681,1,24,2,8,2,"Pienso que esta muy bien, pero pueden hacer medidas mas rapidas y mas preventivas, pero los gobiernos no quieren porque tienen muchos ingresos y las nuevas tecnologias le harian de ingresar menos, y eso es lo que no quieren.",2,3,3,2,1,2,2,2,3,2,1,2,1,1,2,1,3,5,1,3,2,5,3,2,5,3,2,4,3,3,2,3,3,4,3,2,2,3,3,3,3,20,50,30,3,"la justicia hoy por hoy, no existe",60,30,10,2,1,5,4,4,4,7,17,4,2
342871002,297,2,35,4,10,5,Ni idea,1,3,3,3,3,3,3,1,3,3,3,2,2,4,3,3,3,4,4,4,5,4,3,3,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,40,30,30,4,Es complicado de explicar,35,6,20,2,3,3,7,4,3,11,3,5,1
342912490,625,2,48,5,7,1,Sino se dan alternativas por mucho que lo suban se seguira usando,2,1,3,2,1,3,2,2,3,4,1,1,1,1,2,2,5,4,5,4,4,5,4,5,4,5,3,4,3,4,4,5,2,4,4,4,5,4,5,4,4,25,50,25,4,Hay que repartir al que mas lo necesita,30,2,5,1,4,5,4,6,4,1,1,6,5
342970631,1409,2,38,4,13,5,"Una tomadura de pelo, lo unico que quieren es sacar dinero",1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,3,2,3,2,3,3,3,5,2,4,4,4,2,2,2,2,2,25,25,50,2,No se puede definir justicia,50,5,15,1,2,3,4,6,2,5,15,6,3
342978406,614,2,29,3,10,5,no deberian implantarlo a los consumidores si no a las empresas.,1,1,3,3,3,2,3,2,1,5,1,1,1,1,1,1,3,1,2,5,3,4,4,3,5,4,3,3,3,4,4,3,3,3,3,3,4,4,4,4,4,20,30,50,4,los consumidores no deberian pagar mas impuestos,5,2,5,1,3,4,7,6,5,11,15,5,3
342911595,1272,2,37,4,16,1,Opino que no puedes poner un impuesto a los ciudadanos sin darles una alternativa economica y eficiente. Puedo entregar mi coche y que me den uno electrico? Que hago si tengo que viajar de San Sebastian a Valencia en coche porque la unica opcion de transporte es un autobus que tarda 8 horas y solo viaja a las 9.00 am y 9.00 pm? Un coche electrico no cubre los casi 600 km que hay entre las dos ciudades. Si hubiera un transporte de calidad no necesitariamos utilizar coche. Que me pongan un tren de San Sebastian a Valencia a un precio moderado y con variedad de horarios y quiza me parecera bien el impuesto al carbono.,1,1,1,2,1,3,2,2,3,2,1,1,1,1,2,1,4,4,4,4,4,4,4,4,5,4,2,2,2,4,4,5,1,4,4,4,4,3,3,5,4,20,0,80,4,Dar a cada uno lo que le corresponde,50,5,1,1,3,2,6,6,2,5,3,5,2
342881133,916,1,46,5,7,4,"Es un abuso, y hay pocas alternativas ... Sera inviable y se prorrogara eternamente!",2,1,1,2,1,2,2,1,3,3,3,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,30,35,35,6,Un reparto igual tanto en beneficio como en perdidas de forma proporcional a la situacion de cada uno,15,2,33,1,2,2,3,6,2,3,4,1,1
342877338,500,2,34,3,10,5,Me parece muy importante tomar conciencia y empezar a actuar. Cada vez es muy facil notar mucha diferencia en el aire de ciudad y del campo. Creo que es importante que se tomen medidas y se conciencie la gente,1,1,2,1,2,3,2,1,4,3,3,2,2,3,3,2,3,4,2,3,4,3,4,3,2,3,2,3,2,2,3,4,2,3,4,4,2,3,4,3,4,40,30,30,4,"Justicia para todos, igualdad, que se aplique la ley para todos igual",10,5,40,2,5,3,4,6,3,8,15,3,2
342971391,514,2,36,4,7,4,"Que hay otras cosas que tambien contaminan por igual, como por ejemplo el plastico",2,3,3,3,3,3,3,1,3,3,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,2,25,25,50,3,Lo justo y equitativo,30,2,100,1,3,2,7,6,3,6,2,5,4
342979504,348,1,55,6,2,5,Todo lo que sea beneficioso para las ciudades y los que las habitamos me parece correcto,1,1,3,3,3,3,1,1,4,4,1,4,2,2,2,1,2,3,1,4,4,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,4,60,30,10,2,Dar a cada uno lo que le corresponde,60,10,85,2,4,3,3,4,3,3,1,5,2
342917426,816,2,35,4,13,5,Es una buena iniciativa para reducir la contaminacion y contribuir con la mejora del medio ambiente,1,2,1,2,1,2,2,2,4,5,3,2,2,2,5,2,4,4,5,4,4,4,4,4,4,5,3,3,4,4,4,3,4,4,4,5,4,4,5,5,5,40,30,30,3,Beneficio para el que mas lo necesita,80,2,40,1,5,4,4,6,5,5,17,6,4
342970554,743,1,64,6,1,5,"Creo que es necesario controlar las emisiones de co2, pero no tengo claro si el mejor sistema es ese",1,3,3,2,1,3,3,2,4,4,1,4,3,2,4,2,2,2,5,2,2,4,4,4,2,2,3,4,4,2,2,5,4,5,1,1,4,4,5,2,2,50,50,0,3,Impuestos proporcionales a los ingresos.,80,5,60,1,4,2,7,6,3,2,14,5,2
343129423,601,1,18,2,5,2,"nosotros los seres humanos estamos contaminando el planeta, pero poner un impuesto al carbono los bolsillos de los trabajadores no dan para mas",1,3,3,3,1,3,3,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,4,4,3,3,3,3,2,2,2,3,3,2,3,3,4,3,3,3,3,0,50,50,3,"ser equitativos a todas las clases sociales, no tener preferencia porque unos son ricos y otros pobres",30,5,10,1,4,5,3,4,2,6,3,5,4
342741211,1394,2,23,2,13,4,"Creo que no es solucion, porque lo importante no es ser solamente restrictivo si no que tambien se debe favorecer el uso de otros recursos",1,1,3,2,3,3,1,2,2,3,1,1,1,3,3,1,2,4,3,2,3,3,4,3,3,3,3,5,3,3,3,3,5,3,3,3,3,4,3,3,3,90,5,5,3,Se deben tener en cuenta los ingresos de todos,10,7,50,2,4,4,4,5,5,3,3,6,2
342971164,1177,2,42,4,6,4,"El cambio climatico es un problema a nivel mundial, en el que deben implantar este tipo de medidas para reducir la emision de CO2. A parte de las industrias y fabricas que emiten altos niveles de co2, todos los vehiculos  tambien influyen en la  emision de co2, por lo que me parece adecuado implantar un peque?o impuesto al carbono proporcional a lo que emita cada uno, y favoreciendo la utilizacion de vehiculos electricos",2,3,3,3,3,3,3,1,4,4,3,2,1,2,4,2,4,4,3,4,4,3,4,3,4,3,3,3,3,4,3,5,3,3,4,3,4,4,4,4,4,30,30,40,4,"Que el impuesto sea proporcional a lo consumido, por lo que es justo devolverlo a todos los hogares respectivamente.",30,10,40,2,4,4,2,6,3,11,17,1,1
343086951,481,2,46,5,14,4,no tengo practicamente informacion,1,3,3,3,3,3,3,2,3,2,1,3,1,1,1,1,4,4,5,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,50,35,15,3,No tengo criterio,30,2,10,1,3,4,4,4,5,11,17,6,3
342750263,784,2,26,3,14,4,En vez de subir el impuesto pienso que deberian proponer otras alternativas para reducir su uso,2,1,3,3,2,2,2,2,3,2,1,1,1,1,2,1,4,4,3,2,3,3,4,4,5,4,3,4,4,5,4,4,4,4,4,4,3,4,4,4,4,60,10,30,3,Igualdad,15,3,40,1,4,4,3,6,4,5,4,5,4
343026414,796,2,23,2,1,2,"En vez de tantas politicas como esa, que pongan ayudas para comprar coches electricos y que se invierta en energias renovables",3,1,2,2,1,2,3,1,2,2,1,2,1,1,3,2,2,4,2,2,2,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,50,30,20,3,Justicia a los que menos poseen,25,0,50,2,3,4,7,6,4,5,14,5,3
342680720,757,2,26,3,16,2,Que deberian darse alternativas sostenibles y subvencionarlas,1,1,3,2,1,2,2,2,4,4,1,3,2,2,4,3,3,3,3,3,3,5,5,5,5,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,50,30,20,3,No lo se,10,0,20,2,4,1,3,6,4,3,8,5,1
342892288,815,2,40,4,5,2,Que debe complementarse con otras medidas que substituyan a los combustibles fosiles e incentiven su utilizacion,1,1,3,3,3,3,3,1,3,4,1,3,1,2,2,2,3,4,5,4,5,4,4,5,4,5,3,5,4,4,5,4,4,5,4,5,4,4,5,4,5,50,30,20,2,Ayudar a los colectivos mas afectados y ayudarles a adaptarse a las nuevas medidas,10,4,60,1,3,2,3,4,4,4,4,6,3
343120378,807,1,70,7,5,4,Que pongan impuesto a las calefacciones de viviendas que contaminen,1,1,2,2,1,2,3,1,4,4,3,2,3,3,2,2,3,4,5,2,3,3,5,4,3,4,3,4,5,3,4,3,4,4,3,4,3,4,4,3,4,50,25,25,3,Que los recursos se repartan equitativamente,30,2,70,2,5,2,3,4,3,9,2,5,2
342908860,598,1,31,3,12,4,"creo que es necesario para concienciar a la poblacion sobre la importancia de este asunto. Si no le tocas el bolsillo a la gente, no se lo toman en serio",3,1,1,2,1,1,2,1,4,3,1,3,2,1,5,2,4,5,4,1,1,2,4,5,3,3,3,5,4,4,5,5,1,4,4,4,4,5,5,1,3,70,30,0,2,Dar a cada uno lo que corresponde e intentar no perjudicar a quien menos tiene.,30,2,20,2,5,2,6,6,4,4,4,6,2
342918464,582,2,24,2,13,4,"Me parece una buena forma de controlar las emisiones de CO2, asi como por ejemplo tomando medidas como Madrid Central",2,1,1,2,1,3,3,2,4,3,3,2,2,2,4,2,4,4,4,3,4,3,4,4,3,4,3,3,3,3,3,5,3,4,5,4,4,4,4,4,4,25,25,50,4,Que todos ganen por igual segun sus condiciones,50,0,40,1,3,4,5,5,3,1,1,6,2
342981981,531,1,32,3,9,4,Creo que ya se pagan suficientes impuestos sobre los combustibles fosiles. Que promocionen las energias alternativas en vez de penalizar,1,1,3,2,1,2,2,1,3,2,4,2,2,1,2,1,2,4,4,1,4,2,4,3,1,3,2,4,3,3,3,5,3,4,5,4,2,4,2,2,2,90,5,5,1,La redistribucion de los ingresos,20,0,45,1,2,2,6,6,2,5,6,5,2
342746416,761,1,53,5,1,4,Es una decision obligatoria y necesaria.,2,3,3,2,3,3,3,1,4,5,3,5,3,1,5,2,3,5,3,1,3,3,5,3,3,2,3,5,4,3,3,4,5,4,1,2,1,5,2,1,2,90,10,0,2,"Lo que es bueno para todos, en este caso, un futuro sostenible",20,3,70,1,5,1,4,6,5,3,4,1,1
342979292,575,2,43,4,15,2,Fatal,1,1,3,1,2,2,2,1,2,1,1,3,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,30,40,30,5,Justo,10,0,0,2,3,4,3,5,5,11,3,6,2
342897362,404,1,36,4,1,3,Me parece perfecto. Nos estamos cargando el planeta tierra.,2,1,1,3,1,3,3,1,4,5,3,5,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,4,5,5,5,30,40,30,5,"De justicia, sin perjuicio para nadie.",100,30,60,2,4,3,2,6,5,1,4,5,4
